# Residuals         
# Time              	p_rgh               	k                   	omega               
0.3375              	2.879407444047e-04	1.165180293629e-02	2.651030223047e-03
0.342               	2.882590865864e-04	1.134994540947e-02	2.587276755472e-03
0.3465              	2.886690774446e-04	1.106118394149e-02	2.525768393462e-03
0.351               	2.891038598758e-04	1.078011731214e-02	2.466497253985e-03
0.3555              	2.893439659929e-04	1.051222936193e-02	2.409201629663e-03
0.36                	2.897365843699e-04	1.025258854968e-02	2.353854856175e-03
0.3645              	2.901974456765e-04	1.000412530694e-02	2.300365373416e-03
0.369               	2.907971363029e-04	9.761922430529e-03	2.248728524836e-03
0.3735              	2.910672096078e-04	9.531189890144e-03	2.198659603481e-03
0.378               	2.914669306959e-04	9.306337978900e-03	2.150328609393e-03
0.3825              	2.918992213507e-04	9.090786903215e-03	2.103505621918e-03
0.387               	2.920717741051e-04	8.881165776904e-03	2.058198592319e-03
0.3915              	2.925562448746e-04	8.680630694301e-03	2.014284786653e-03
0.396               	2.929732653076e-04	8.485011156003e-03	1.971805310368e-03
0.4005              	2.934029708440e-04	8.297515500887e-03	1.930582986558e-03
0.405               	2.938977521684e-04	8.114219771439e-03	1.890678726977e-03
0.4095              	2.942746596349e-04	7.938260643688e-03	1.851918052346e-03
0.414               	2.947339960491e-04	7.766768876156e-03	1.814387329849e-03
0.4185              	2.950983267511e-04	7.601879173157e-03	1.777918321604e-03
0.423               	2.955350159177e-04	7.441335429692e-03	1.743048818140e-03
0.4275              	2.957894818849e-04	7.286314366784e-03	1.708805845713e-03
0.432               	2.961561476206e-04	7.135138809311e-03	1.675509264928e-03
0.4365              	2.963053397910e-04	6.988363731569e-03	1.643141446962e-03
0.441               	2.967385329287e-04	6.846222899818e-03	1.611655920541e-03
0.4455              	2.971398361565e-04	6.707966839400e-03	1.581062828379e-03
0.45                	2.976262123788e-04	6.573351187164e-03	1.551320519455e-03
0.4545              	2.980307876899e-04	6.443063771380e-03	1.522366545088e-03
0.459               	2.983567592620e-04	6.315785210768e-03	1.494235140054e-03
0.4635              	2.986770765542e-04	6.193117883009e-03	1.466809988516e-03
0.468               	2.990890450814e-04	6.073136650538e-03	1.440147534753e-03
0.4725              	2.993154425370e-04	5.956453875503e-03	1.414196238559e-03
0.477               	2.997207521573e-04	5.842918700099e-03	1.388919536716e-03
0.4815              	2.999003390567e-04	5.732496701331e-03	1.364307911625e-03
0.486               	3.002582869862e-04	5.624896659296e-03	1.340340330150e-03
0.4905              	3.005861661193e-04	5.520381985567e-03	1.316983706521e-03
0.495               	3.007506897311e-04	5.418878232325e-03	1.294206203221e-03
0.4995              	3.012870847694e-04	5.320078081933e-03	1.272003268138e-03
0.504               	3.015465452626e-04	5.223306063935e-03	1.250367485697e-03
0.5085              	3.019351254701e-04	5.129469416363e-03	1.229246898323e-03
0.513               	3.021159219723e-04	5.037769248901e-03	1.208643140769e-03
0.5175              	3.024497340687e-04	4.948474421179e-03	1.188534048880e-03
0.522               	3.027892321372e-04	4.861242688639e-03	1.168920655751e-03
0.5265              	3.030707510660e-04	4.776488679365e-03	1.149762377900e-03
0.531               	3.034867889783e-04	4.693494874765e-03	1.131069703580e-03
0.5355              	3.038758753949e-04	4.612862180931e-03	1.112815033010e-03
0.54                	3.040331194447e-04	4.533991251909e-03	1.095001576652e-03
0.5445              	3.041920962143e-04	4.457348623125e-03	1.077583377923e-03
0.549               	3.047694482369e-04	4.382093101175e-03	1.060589555212e-03
0.5535              	3.048886212612e-04	4.309046721128e-03	1.043961584902e-03
0.558               	3.053453882506e-04	4.237335744928e-03	1.027732093741e-03
0.5625              	3.054590835125e-04	4.167674231703e-03	1.011852490716e-03
0.567               	3.056974308227e-04	4.099227625836e-03	9.963448857224e-04
0.5715              	3.059868355944e-04	4.032885649532e-03	9.811644768369e-04
0.576               	3.063937608903e-04	3.967287685663e-03	9.663454074276e-04
0.5805              	3.067286074426e-04	3.904150521983e-03	9.518084208842e-04
0.585               	3.068924028243e-04	3.841814399097e-03	9.376131923001e-04
0.5895              	3.071659826136e-04	3.781284928193e-03	9.236999226799e-04
0.594               	3.074486116017e-04	3.721834626051e-03	9.100667631239e-04
0.5985              	3.077346059591e-04	3.664085763522e-03	8.967175643280e-04
0.603               	3.078230438751e-04	3.607318039004e-03	8.836687292187e-04
0.6075              	3.079622789012e-04	3.552071104298e-03	8.708674177206e-04
0.612               	3.082507654991e-04	3.497672882326e-03	8.581350425822e-04
0.6165              	3.084837964796e-04	3.444809837025e-03	8.458984470588e-04
0.621               	3.086751796239e-04	3.392896569315e-03	8.339317241153e-04
0.6255              	3.088700466199e-04	3.342471578756e-03	8.221969981104e-04
0.63                	3.090889915906e-04	3.292850728958e-03	8.107139185545e-04
0.6345              	3.092311370593e-04	3.247039706443e-03	7.994465547412e-04
0.639               	3.094205417937e-04	3.201950749062e-03	7.884255433508e-04
0.6435              	3.095703019505e-04	3.158462133436e-03	7.782145466467e-04
0.648               	3.099979960369e-04	3.115377432540e-03	7.682612646051e-04
0.6525              	3.102573216855e-04	3.073522409557e-03	7.584906967864e-04
0.657               	3.104414610593e-04	3.032280767180e-03	7.489148180862e-04
0.6615              	3.107728553895e-04	2.992008404709e-03	7.395154363268e-04
0.666               	3.109024391296e-04	2.952269393239e-03	7.303140044510e-04
0.6705              	3.111878560208e-04	2.913818194210e-03	7.212544560275e-04
0.675               	3.114220485051e-04	2.875708438119e-03	7.123893440977e-04
0.6795              	3.114137594075e-04	2.838581170512e-03	7.036633757519e-04
0.684               	3.116516488987e-04	2.801895679829e-03	6.951385150957e-04
0.6885              	3.119569276702e-04	2.766318419311e-03	6.867441302169e-04
0.693               	3.121282657931e-04	2.731006104763e-03	6.785312580683e-04
0.6975              	3.122321850478e-04	2.696912196242e-03	6.704450278540e-04
0.702               	3.124833254130e-04	2.663115075017e-03	6.625250989478e-04
0.7065              	3.125855790040e-04	2.630159219445e-03	6.547339341620e-04
0.711               	3.126257187177e-04	2.597891698177e-03	6.470811108450e-04
0.7155              	3.129106366307e-04	2.566247326289e-03	6.395563254010e-04
0.72                	3.129558339601e-04	2.535125525194e-03	6.321715303406e-04
0.7245              	3.130620789136e-04	2.504638152881e-03	6.248993913257e-04
0.729               	3.131244753195e-04	2.474663227533e-03	6.177739032525e-04
0.7335              	3.132645212855e-04	2.445269495052e-03	6.107700834523e-04
0.738               	3.133562782488e-04	2.416246000517e-03	6.038906702486e-04
0.7425              	3.136556238716e-04	2.387956761144e-03	5.971221158995e-04
0.747               	3.136586243189e-04	2.360181496012e-03	5.904687501237e-04
0.7515              	3.138057995802e-04	2.332738730645e-03	5.839334493374e-04
0.756               	3.140566002499e-04	2.306093070360e-03	5.774971222582e-04
0.7605              	3.140924032505e-04	2.279560762418e-03	5.711830441548e-04
0.765               	3.144058651426e-04	2.253530876858e-03	5.649690363654e-04
0.7695              	3.143619155684e-04	2.228093386825e-03	5.588477629371e-04
0.774               	3.145561400345e-04	2.203006156849e-03	5.528325430790e-04
0.7785              	3.147673608003e-04	2.178409234939e-03	5.469104625174e-04
0.783               	3.148882184665e-04	2.154105788310e-03	5.410892981843e-04
0.7875              	3.150393382343e-04	2.130221271151e-03	5.353548349348e-04
0.792               	3.151036774234e-04	2.106881700212e-03	5.296998186804e-04
0.7965              	3.150473099613e-04	2.083741554952e-03	5.241302710157e-04
0.801               	3.152433383421e-04	2.060930984599e-03	5.186175144537e-04
0.8055              	3.153034843718e-04	2.038594781883e-03	5.131987093472e-04
0.81                	3.154573189119e-04	2.016757738682e-03	5.079063983690e-04
0.8145              	3.154397376897e-04	1.995253189853e-03	5.027062351193e-04
0.819               	3.155105458672e-04	1.973923759679e-03	4.975892785802e-04
0.8235              	3.156084138683e-04	1.953291351713e-03	4.925403315244e-04
0.828               	3.158138802463e-04	1.932795678693e-03	4.876056128650e-04
0.8325              	3.157648063783e-04	1.912684019028e-03	4.827278288362e-04
0.837               	3.158721174433e-04	1.892840249397e-03	4.779207843653e-04
0.8415              	3.159197338668e-04	1.873422116433e-03	4.731752483528e-04
0.846               	3.161425508939e-04	1.854360903548e-03	4.685063743675e-04
0.8505              	3.161782833091e-04	1.835300359185e-03	4.639215869559e-04
0.855               	3.161864020902e-04	1.816780741683e-03	4.593905249546e-04
0.8595              	3.162573781208e-04	1.798328282293e-03	4.549344956360e-04
0.864               	3.164237584630e-04	1.780339587337e-03	4.505271910524e-04
0.8685              	3.164246309229e-04	1.762655802893e-03	4.461767398894e-04
0.873               	3.164533967692e-04	1.745280661731e-03	4.418822268245e-04
0.8775              	3.166427330717e-04	1.727834304565e-03	4.376408300582e-04
0.882               	3.165107216180e-04	1.710873820847e-03	4.334145444757e-04
0.8865              	3.166041972415e-04	1.693898299556e-03	4.293238245899e-04
0.891               	3.166299972700e-04	1.677578875681e-03	4.252786108072e-04
0.8955              	3.167126851670e-04	1.661271021026e-03	4.212985788866e-04
0.9                 	3.169214684203e-04	1.645447134059e-03	4.173644894417e-04
0.9045              	3.168407869603e-04	1.629527256051e-03	4.134952736376e-04
0.909               	3.169079425937e-04	1.614212112318e-03	4.096684464743e-04
0.9135              	3.170525960548e-04	1.598681699702e-03	4.059110788845e-04
0.918               	3.171497700624e-04	1.583831969923e-03	4.021839652944e-04
0.9225              	3.174026364626e-04	1.568876100231e-03	3.985248623303e-04
0.927               	3.174279105158e-04	1.554507029877e-03	3.949001889356e-04
0.9315              	3.174641831087e-04	1.539954709829e-03	3.913419860912e-04
0.936               	3.174507086139e-04	1.526005520201e-03	3.878146384871e-04
0.9405              	3.174948034756e-04	1.511874050800e-03	3.843529176501e-04
0.945               	3.175221258393e-04	1.498296739261e-03	3.809202605871e-04
0.9495              	3.176685539446e-04	1.484652067256e-03	3.775420293608e-04
0.954               	3.178813387607e-04	1.471490015254e-03	3.741995152766e-04
0.9585              	3.179660926677e-04	1.458210959968e-03	3.709119539217e-04
0.963               	3.179626157916e-04	1.445480567229e-03	3.676538790287e-04
0.9675              	3.181338212484e-04	1.432517908448e-03	3.644546084051e-04
0.972               	3.184627081246e-04	1.420202306596e-03	3.612737831364e-04
0.9765              	3.185332928658e-04	1.407632458066e-03	3.581545722701e-04
0.981               	3.188335375306e-04	1.395578902448e-03	3.550580351363e-04
0.9855              	3.188727813276e-04	1.383322074416e-03	3.520177313006e-04
0.99                	3.191690176786e-04	1.371488285806e-03	3.490042408723e-04
0.9945              	3.193082995718e-04	1.359624920686e-03	3.460320107239e-04
0.999               	3.194506712691e-04	1.348037593840e-03	3.430956378978e-04
1.0035              	3.195869609548e-04	1.336413433932e-03	3.401981520643e-04
1.008               	3.197887868871e-04	1.325129290451e-03	3.373316139493e-04
1.0125              	3.199770721115e-04	1.313700832328e-03	3.345107339890e-04
1.017               	3.200158841466e-04	1.302673636266e-03	3.317105243488e-04
1.0215              	3.201618629917e-04	1.291583589318e-03	3.289558029986e-04
1.026               	3.205006507868e-04	1.280756395920e-03	3.262258850115e-04
1.0305              	3.206363838661e-04	1.270009744906e-03	3.235304746434e-04
1.035               	3.209065307545e-04	1.259400346866e-03	3.208462148266e-04
1.0395              	3.210580590460e-04	1.248930151645e-03	3.181314976116e-04
1.044               	3.212242061030e-04	1.238626413236e-03	3.155252844699e-04
1.0485              	3.214160217187e-04	1.228435350701e-03	3.129612420137e-04
1.053               	3.216101842503e-04	1.218319485481e-03	3.104296097481e-04
1.0575              	3.217539550293e-04	1.208335244049e-03	3.079215301887e-04
1.062               	3.220955640844e-04	1.198496692618e-03	3.054454909643e-04
1.0665              	3.222568366249e-04	1.188682216806e-03	3.029979139157e-04
1.071               	3.224109439823e-04	1.179127273595e-03	3.005778692689e-04
1.0755              	3.227055716861e-04	1.169453567446e-03	2.981890351546e-04
1.08                	3.229406912373e-04	1.160116470179e-03	2.958221042603e-04
1.0845              	3.231682854332e-04	1.150701232432e-03	2.934883036144e-04
1.089               	3.235101340820e-04	1.141528878626e-03	2.911779212981e-04
1.0935              	3.237209171349e-04	1.132353904861e-03	2.888949217628e-04
1.098               	3.239340770171e-04	1.123362455784e-03	2.866391305549e-04
1.1025              	3.241797515205e-04	1.114432481147e-03	2.844048665780e-04
1.107               	3.244673506318e-04	1.105572616590e-03	2.822025858609e-04
1.1115              	3.246460387433e-04	1.096852700811e-03	2.800160242209e-04
1.116               	3.248884384585e-04	1.088194140720e-03	2.778614735075e-04
1.1205              	3.253290210851e-04	1.079629753341e-03	2.757274738624e-04
1.125               	3.256068399240e-04	1.071171826374e-03	2.736175142362e-04
1.1295              	3.259416999080e-04	1.062786830599e-03	2.715291598969e-04
1.134               	3.261944885407e-04	1.054487245555e-03	2.694678819003e-04
1.1385              	3.264369496163e-04	1.046251910127e-03	2.674260468747e-04
1.143               	3.266870080452e-04	1.038105521756e-03	2.654107903057e-04
1.1475              	3.270443774736e-04	1.030107635464e-03	2.634083430450e-04
1.152               	3.273420653095e-04	1.022168559738e-03	2.614383433447e-04
1.1565              	3.276666141736e-04	1.014353406865e-03	2.594782336942e-04
1.161               	3.279011655134e-04	1.006541635289e-03	2.575495027449e-04
1.1655              	3.280852868393e-04	9.989039764158e-04	2.556317206870e-04
1.17                	3.283892629807e-04	9.912990015904e-04	2.537436901281e-04
1.1745              	3.287147459260e-04	9.837256807129e-04	2.518688380674e-04
1.179               	3.291899146206e-04	9.762666896592e-04	2.500186215542e-04
1.1835              	3.294088975147e-04	9.689417236859e-04	2.481800491391e-04
1.188               	3.296640465057e-04	9.616482853866e-04	2.463686218479e-04
1.1925              	3.300384459293e-04	9.544428800211e-04	2.445719290171e-04
1.197               	3.303377377366e-04	9.473423186564e-04	2.427969193390e-04
1.2015              	3.307942494666e-04	9.402869759177e-04	2.410364363253e-04
1.206               	3.309888705512e-04	9.333619219480e-04	2.392949766962e-04
1.2105              	3.313843950039e-04	9.264758178168e-04	2.375710426367e-04
1.215               	3.315503525502e-04	9.195986246158e-04	2.358707035679e-04
1.2195              	3.320270918647e-04	9.129108021445e-04	2.341759694573e-04
1.224               	3.323817981261e-04	9.062321331108e-04	2.325111422065e-04
1.2285              	3.326585031043e-04	8.996321843861e-04	2.308540864798e-04
1.233               	3.330363143888e-04	8.930700688126e-04	2.292208661038e-04
1.2375              	3.333985575300e-04	8.866476146205e-04	2.275969254901e-04
1.242               	3.336190148606e-04	8.802500489395e-04	2.259945154311e-04
1.2465              	3.339610727666e-04	8.738835579178e-04	2.244047235576e-04
1.251               	3.342431578962e-04	8.676116795525e-04	2.228341705059e-04
1.2555              	3.345695291756e-04	8.613850577325e-04	2.212764526965e-04
1.26                	3.349195462597e-04	8.551717152630e-04	2.197386094523e-04
1.2645              	3.352042734381e-04	8.491007382616e-04	2.182071426056e-04
1.269               	3.355512945240e-04	8.429892296258e-04	2.167015084976e-04
1.2735              	3.357899541858e-04	8.370953267113e-04	2.151987524066e-04
1.278               	3.360234933286e-04	8.311191943135e-04	2.137222982630e-04
1.2825              	3.362931320848e-04	8.252350017704e-04	2.122503547263e-04
1.287               	3.366270032559e-04	8.193616152585e-04	2.107984492842e-04
1.2915              	3.368762388541e-04	8.136528928742e-04	2.093541810056e-04
1.296               	3.372274228310e-04	8.078836437945e-04	2.079352449658e-04
1.3005              	3.374925568419e-04	8.022771483086e-04	2.065157364723e-04
1.305               	3.377826618617e-04	7.965891181007e-04	2.051212938805e-04
1.3095              	3.381404463165e-04	7.910616289173e-04	2.037315591058e-04
1.314               	3.384018326773e-04	7.855651336100e-04	2.023593961333e-04
1.3185              	3.386244955388e-04	7.804750840197e-04	2.009951953158e-04
1.323               	3.388984403620e-04	7.752386036807e-04	1.996486098554e-04
1.3275              	3.392042641354e-04	7.702501078284e-04	1.983035891247e-04
1.332               	3.395301875636e-04	7.651804596166e-04	1.969880124157e-04
1.3365              	3.397441441847e-04	7.601986799728e-04	1.956772979203e-04
1.341               	3.398710519967e-04	7.551467097681e-04	1.944707815740e-04
1.3455              	3.401806507304e-04	7.503393883011e-04	1.932742154733e-04
1.35                	3.406110002101e-04	7.454640560574e-04	1.921032135101e-04
1.3545              	3.408443125474e-04	7.406819590172e-04	1.909360106699e-04
1.359               	3.410832873761e-04	7.358217281125e-04	1.897843102574e-04
1.3635              	3.412810354827e-04	7.311823167698e-04	1.886351772884e-04
1.368               	3.415494804220e-04	7.264460223137e-04	1.875076132530e-04
1.3725              	3.418560981326e-04	7.218657798539e-04	1.863804886075e-04
1.377               	3.420837588762e-04	7.171631905977e-04	1.852690356544e-04
1.3815              	3.424743253454e-04	7.127002866997e-04	1.841551819136e-04
1.386               	3.426372028622e-04	7.081102368319e-04	1.830674885166e-04
1.3905              	3.428979350387e-04	7.036877510592e-04	1.819800787139e-04
1.395               	3.430082069329e-04	6.992034180238e-04	1.809118165188e-04
1.3995              	3.432695006408e-04	6.948196931992e-04	1.798489572449e-04
1.404               	3.435226259792e-04	6.903448257037e-04	1.787972790414e-04
1.4085              	3.438145532788e-04	6.861302573159e-04	1.777478820274e-04
1.413               	3.439611228321e-04	6.817037666046e-04	1.767225636143e-04
1.4175              	3.442539112948e-04	6.774933673643e-04	1.756898305506e-04
1.422               	3.445283428907e-04	6.732254707686e-04	1.746796536781e-04
1.4265              	3.446539304538e-04	6.691245859435e-04	1.736686322390e-04
1.431               	3.448500880036e-04	6.648592930112e-04	1.726779830707e-04
1.4355              	3.451829574417e-04	6.608372333477e-04	1.716785782978e-04
1.44                	3.454277671319e-04	6.566909303981e-04	1.707043775322e-04
1.4445              	3.456054632921e-04	6.527786952839e-04	1.697271451492e-04
1.449               	3.459414218708e-04	6.486539111972e-04	1.687695657047e-04
1.4535              	3.459939870098e-04	6.447602679831e-04	1.678068872306e-04
1.458               	3.463929903098e-04	6.407520655108e-04	1.668656955733e-04
1.4625              	3.464785417231e-04	6.369490622420e-04	1.659222200926e-04
1.467               	3.467060122155e-04	6.329832719254e-04	1.649985331903e-04
1.4715              	3.469064931778e-04	6.292282430748e-04	1.640675804402e-04
1.476               	3.471309192624e-04	6.253576871847e-04	1.631591850989e-04
1.4805              	3.472983853409e-04	6.216683365212e-04	1.622462990128e-04
1.485               	3.474475214725e-04	6.178558492935e-04	1.613530899960e-04
1.4895              	3.477339007345e-04	6.142370677152e-04	1.604563711529e-04
1.494               	3.479375214843e-04	6.104785792885e-04	1.595785956311e-04
1.4985              	3.479721317034e-04	6.069283275962e-04	1.586957987746e-04
1.503               	3.482943302436e-04	6.031972780335e-04	1.578348019933e-04
1.5075              	3.485133160234e-04	5.997609942111e-04	1.569630546400e-04
1.512               	3.486737927084e-04	5.960610594507e-04	1.561185547513e-04
1.5165              	3.488834679122e-04	5.926600085743e-04	1.552603497984e-04
1.521               	3.491588743622e-04	5.891168002761e-04	1.544277316523e-04
1.5255              	3.492677995325e-04	5.857143500704e-04	1.535894588856e-04
1.53                	3.495636935980e-04	5.821877109272e-04	1.527665989597e-04
1.5345              	3.496646875988e-04	5.788860267101e-04	1.519395389385e-04
1.539               	3.498436920013e-04	5.753952846851e-04	1.511344366519e-04
1.5435              	3.499732842335e-04	5.721660469162e-04	1.503200876395e-04
1.548               	3.501427155186e-04	5.687849088861e-04	1.495269286025e-04
1.5525              	3.503902626542e-04	5.655524454780e-04	1.487285126627e-04
1.557               	3.505869652173e-04	5.622039850140e-04	1.479462356039e-04
1.5615              	3.506925145436e-04	5.590755758952e-04	1.471594597143e-04
1.566               	3.509479888854e-04	5.557907095088e-04	1.463955764550e-04
1.5705              	3.511835859039e-04	5.526917996372e-04	1.456224622042e-04
1.575               	3.512885891206e-04	5.494604586800e-04	1.448682362478e-04
1.5795              	3.513895260462e-04	5.464237825068e-04	1.441236810617e-04
1.584               	3.516648597771e-04	5.432544934791e-04	1.433987976803e-04
1.5885              	3.517585612446e-04	5.402347979861e-04	1.426557746747e-04
1.593               	3.519907893586e-04	5.371462779005e-04	1.419246841509e-04
1.5975              	3.521431281830e-04	5.341699014104e-04	1.411899164402e-04
1.602               	3.523276221843e-04	5.311476391444e-04	1.404679169227e-04
1.6065              	3.524343289360e-04	5.282040033494e-04	1.397445567141e-04
1.611               	3.526702842906e-04	5.252349139490e-04	1.390319923879e-04
1.6155              	3.526940325598e-04	5.223430814150e-04	1.383194608929e-04
1.62                	3.529553431384e-04	5.194190166031e-04	1.376182920303e-04
1.6245              	3.530950905408e-04	5.165960308663e-04	1.369165025328e-04
1.629               	3.532081434774e-04	5.137277933464e-04	1.362255493651e-04
1.6335              	3.533765574962e-04	5.109463935406e-04	1.355349994533e-04
1.638               	3.534130587684e-04	5.081110814192e-04	1.348542841641e-04
1.6425              	3.536044873277e-04	5.053512086969e-04	1.341740314695e-04
1.647               	3.536971841354e-04	5.026049047982e-04	1.335017736408e-04
1.6515              	3.538032470029e-04	4.998822262045e-04	1.328335534569e-04
1.656               	3.538450571644e-04	4.971625834837e-04	1.321714491269e-04
1.6605              	3.540956667817e-04	4.945549395963e-04	1.315117608633e-04
1.665               	3.541195982267e-04	4.918367523178e-04	1.308650472794e-04
1.6695              	3.543704207898e-04	4.892590670236e-04	1.302118306305e-04
1.674               	3.545509735389e-04	4.866225169202e-04	1.295742347238e-04
1.6785              	3.547810567489e-04	4.841086141296e-04	1.289427221442e-04
1.683               	3.549351560326e-04	4.815457228688e-04	1.283173499734e-04
1.6875              	3.550242695790e-04	4.790201543590e-04	1.276906282281e-04
1.692               	3.552958956120e-04	4.764810031577e-04	1.270713098814e-04
1.6965              	3.553513544484e-04	4.740867740881e-04	1.264504588946e-04
1.701               	3.555237835688e-04	4.715345245758e-04	1.258431393928e-04
1.7055              	3.556765936067e-04	4.690675596449e-04	1.252288086977e-04
1.71                	3.557852028493e-04	4.666611134374e-04	1.246250722093e-04
1.7145              	3.559794655617e-04	4.642306386852e-04	1.240261541491e-04
1.719               	3.559876286796e-04	4.617888682525e-04	1.234296620423e-04
1.7235              	3.561866025741e-04	4.594207172164e-04	1.228339393943e-04
1.728               	3.562318086124e-04	4.570745023976e-04	1.222467212222e-04
1.7325              	3.563788198246e-04	4.547118501260e-04	1.216622156187e-04
1.737               	3.563527330596e-04	4.523735997066e-04	1.210808524734e-04
1.7415              	3.565634069756e-04	4.500567937889e-04	1.205037514792e-04
1.746               	3.567603633644e-04	4.478112250813e-04	1.199320621141e-04
1.7505              	3.567725898833e-04	4.455150873412e-04	1.193649102563e-04
1.755               	3.569296042223e-04	4.432490477411e-04	1.187989198340e-04
1.7595              	3.569702356898e-04	4.410104249994e-04	1.182363517322e-04
1.764               	3.570550437676e-04	4.387855278302e-04	1.176799667630e-04
