# Motion State      
# Angle Units       : [deg]
# Angular Velocity Units: [rad/s]
# Time              	Centre of rotation	Orientation	Linear velocity	Angular velocity
18.96337            	(3.388823010669e-02 4.905243116749e-03 -2.237546907938e-01)	(-3.475778724431e-01 5.335877781048e+00 5.545177347687e-02)	(9.559123595727e-02 1.317976626634e-02 1.214302033052e-01)	(2.171268879310e-02 -1.589898318288e-01 1.430719319168e-03)
18.97337            	(3.475638459053e-02 5.032411518791e-03 -2.225133359269e-01)	(-3.597032956846e-01 5.419084664343e+00 5.577883145630e-02)	(7.803966081034e-02 1.225391414222e-02 1.268407700717e-01)	(2.014492939383e-02 -1.314977461263e-01 1.397189916031e-03)
18.98337            	(3.544734135867e-02 5.150371513718e-03 -2.212224187933e-01)	(-3.709130100907e-01 5.486486371073e+00 5.605668279857e-02)	(6.015169281787e-02 1.133808484306e-02 1.313426566514e-01)	(1.857777450633e-02 -1.038164938232e-01 1.353922441660e-03)
18.99337            	(3.595812149299e-02 5.259223968861e-03 -2.198907753137e-01)	(-3.812071460068e-01 5.537991877395e+00 5.628522933344e-02)	(4.200433404547e-02 1.043240618557e-02 1.349860392715e-01)	(1.701319719271e-02 -7.600661383698e-02 1.302504612743e-03)
19.00337            	(3.628651303865e-02 5.359070780588e-03 -2.185266993016e-01)	(-3.905868443533e-01 5.573543853005e+00 5.646440284026e-02)	(2.367397508637e-02 9.536956159816e-03 1.378291631409e-01)	(1.545227559099e-02 -4.812519106750e-02 1.244191426104e-03)
19.01337            	(3.643106812284e-02 5.450016063510e-03 -2.171378710057e-01)	(-3.990539372434e-01 5.593117099980e+00 5.659435572609e-02)	(5.237041751720e-03 8.652100424696e-03 1.399364960463e-01)	(1.389585357221e-02 -2.022731398196e-02 1.179833982812e-03)
19.02337            	(3.639110004018e-02 5.532163674056e-03 -2.157312999759e-01)	(-4.066105574690e-01 5.596717375580e+00 5.667550484355e-02)	(-1.323065828236e-02 7.777421684421e-03 1.413777099073e-01)	(1.234363874595e-02 7.634042943069e-03 1.110418841294e-03)
19.03337            	(3.616667751595e-02 5.605613742564e-03 -2.143132712080e-01)	(-4.132586318552e-01 5.584380278524e+00 5.670856205298e-02)	(-3.165384656409e-02 6.912592017089e-03 1.422280436728e-01)	(1.079470836750e-02 3.540768065537e-02 1.036520359079e-03)
19.04337            	(3.575862362019e-02 5.670458560246e-03 -2.128893033955e-01)	(-4.189997058491e-01 5.556170740103e+00 5.669451441805e-02)	(-4.995693258816e-02 6.056371519327e-03 1.425655188415e-01)	(9.248158878558e-03 6.304240163043e-02 9.591283225814e-04)
19.05337            	(3.516850931204e-02 5.726773721214e-03 -2.114641168814e-01)	(-4.238347338428e-01 5.512182503628e+00 5.663434881341e-02)	(-6.806592904246e-02 5.206660674353e-03 1.424717839782e-01)	(7.702343580287e-03 9.048882481097e-02 8.796972210936e-04)
19.06337            	(3.439863974543e-02 5.774616394621e-03 -2.100416128575e-01)	(-4.277638127695e-01 5.452537315143e+00 5.652903529738e-02)	(-8.590798427860e-02 4.361874007093e-03 1.420290207838e-01)	(6.155443040605e-03 1.176985787927e-01 7.991737940810e-04)
19.07337            	(3.345204924745e-02 5.814018927882e-03 -2.086249142819e-01)	(-4.307857750862e-01 5.377384978592e+00 5.637950443767e-02)	(-1.034101153177e-01 3.518632644996e-03 1.413106943505e-01)	(4.604407568803e-03 1.446220915014e-01 7.189479068418e-04)
19.08337            	(3.233249783353e-02 5.844987979996e-03 -2.072163740069e-01)	(-4.328980661391e-01 5.286904525932e+00 5.618667032653e-02)	(-1.205001674673e-01 2.675177777919e-03 1.403973606394e-01)	(3.047001508344e-03 1.712069076635e-01 6.398455565867e-04)
19.09337            	(3.104448034669e-02 5.867512964465e-03 -2.058176004939e-01)	(-4.340970665839e-01 5.181307302316e+00 5.595158118340e-02)	(-1.371033299000e-01 1.829819115774e-03 1.393573419647e-01)	(1.481304346998e-03 1.973926848542e-01 5.628403757200e-04)
19.10337            	(2.959321561252e-02 5.881562148282e-03 -2.044295475868e-01)	(-4.343778321778e-01 5.060838073423e+00 5.567533518786e-02)	(-1.531496169334e-01 9.800176475952e-04 1.382532394589e-01)	(-9.580432494183e-05 2.231231034420e-01 4.889734311260e-04)
19.11337            	(2.798460056821e-02 5.887084833646e-03 -2.030525232899e-01)	(-4.337340124632e-01 4.925773667872e+00 5.535921674438e-02)	(-1.685733919287e-01 1.245194253176e-04 1.371516199173e-01)	(-1.686496197299e-03 2.483425602222e-01 4.187283115880e-04)
19.12337            	(2.622520699228e-02 5.884008842412e-03 -2.016862613187e-01)	(-4.321579561611e-01 4.776425978755e+00 5.500465920385e-02)	(-1.833053232575e-01 -7.397176721968e-04 1.361007743238e-01)	(-3.293501699422e-03 2.729842579153e-01 3.533229753561e-04)
19.13337            	(2.432228436579e-02 5.872244603618e-03 -2.003300270624e-01)	(-4.296409199546e-01 4.613145515412e+00 5.461326039504e-02)	(-1.972792020397e-01 -1.613130086561e-03 1.351460769407e-01)	(-4.918243128052e-03 2.969801946776e-01 2.932592478997e-04)
19.14337            	(2.228372652629e-02 5.851693935009e-03 -1.989826780713e-01)	(-4.261735762091e-01 4.436322410878e+00 5.418682953618e-02)	(-2.104323658604e-01 -2.497003635235e-03 1.343237212654e-01)	(-6.561643477574e-03 3.202600550335e-01 2.397343835429e-04)
19.15337            	(2.011803079379e-02 5.822241063789e-03 -1.976427621806e-01)	(-4.217456508309e-01 4.246387972487e+00 5.372730163937e-02)	(-2.227067806406e-01 -3.393570608768e-03 1.336594568846e-01)	(-8.226344350235e-03 3.427504258769e-01 1.934290928809e-04)
19.16337            	(1.783424533198e-02 5.783756225544e-03 -1.963086112023e-01)	(-4.163456797085e-01 4.043815988960e+00 5.323712013220e-02)	(-2.340503117210e-01 -4.303397040164e-03 1.331707387708e-01)	(-9.914069397480e-03 3.643764301494e-01 1.541268737843e-04)
19.17337            	(1.544191507265e-02 5.736100510288e-03 -1.949784474401e-01)	(-4.099613425145e-01 3.829124126006e+00 5.271933303777e-02)	(-2.444157401453e-01 -5.227746011144e-03 1.328620136635e-01)	(-1.162624108392e-02 3.850597825639e-01 1.222405551220e-04)
19.18337            	(1.295103495378e-02 5.679127028648e-03 -1.936505160823e-01)	(-4.025793336533e-01 3.602875871280e+00 5.217761116745e-02)	(-2.537602836292e-01 -6.166950316781e-03 1.327242579134e-01)	(-1.336497637010e-02 4.047188178482e-01 9.742218770940e-05)
19.19337            	(1.037199137385e-02 5.612682381264e-03 -1.923232094948e-01)	(-3.941855614853e-01 3.365681351819e+00 5.161625431186e-02)	(-2.620484323566e-01 -7.121979159977e-03 1.327370595831e-01)	(-1.513093514217e-02 4.232723976021e-01 8.006163418510e-05)
19.20337            	(7.715487280836e-03 5.536608699970e-03 -1.909951797670e-01)	(-3.847656581563e-01 3.118196997003e+00 5.104008665828e-02)	(-2.692523862458e-01 -8.092757098990e-03 1.328688859724e-01)	(-1.692438784820e-02 4.406400324048e-01 7.020861967423e-05)
19.21337            	(4.992476027566e-03 5.450756285796e-03 -1.896654360537e-01)	(-3.743057983486e-01 2.861126096422e+00 5.045452923759e-02)	(-2.753498644081e-01 -9.077725735665e-03 1.330798566903e-01)	(-1.874306793714e-02 4.567386353523e-01 6.803523696900e-05)
19.22337            	(2.214119583445e-03 5.354991326641e-03 -1.883334222314e-01)	(-3.627938275324e-01 2.595221143406e+00 4.986541001517e-02)	(-2.803214244162e-01 -1.007526609548e-02 1.333229077638e-01)	(-2.058324378505e-02 4.714795347441e-01 7.425532291062e-05)
19.23337            	(-6.082377802442e-04 5.249207149072e-03 -1.869990881813e-01)	(-3.502199928777e-01 2.321287108989e+00 4.927901946803e-02)	(-2.841500483215e-01 -1.108156941817e-02 1.335439022658e-01)	(-2.244003875105e-02 4.847682149826e-01 8.866849191283e-05)
19.24337            	(-3.463104605472e-03 5.133340931384e-03 -1.856629525733e-01)	(-3.365783425962e-01 2.040183919075e+00 4.870211118051e-02)	(-2.868233167240e-01 -1.209167411943e-02 1.336832193271e-01)	(-2.430477175717e-02 4.965073556481e-01 1.118014986107e-04)
19.25337            	(-6.338877243424e-03 5.007393541762e-03 -1.843261787009e-01)	(-3.218684822976e-01 1.752828195815e+00 4.814170225681e-02)	(-2.883312108664e-01 -1.309780380497e-02 1.336715551460e-01)	(-2.616637993153e-02 5.065963598405e-01 1.438498726643e-04)
19.26337            	(-9.223878040657e-03 4.871441212826e-03 -1.829906483198e-01)	(-3.060967806530e-01 1.460193914116e+00 4.760478652288e-02)	(-2.886689485801e-01 -1.409266198232e-02 1.334345210746e-01)	(-2.801191968494e-02 5.149356147689e-01 1.857925412560e-04)
19.27337            	(-1.210642788557e-02 4.725635393826e-03 -1.816589964526e-01)	(-2.892770306380e-01 1.163311093545e+00 4.709808300140e-02)	(-2.878410204023e-01 -1.506850181775e-02 1.328958523822e-01)	(-2.982798360033e-02 5.214290900999e-01 2.379636088101e-04)
19.28337            	(-1.497492997248e-02 4.570209097503e-03 -1.803346701270e-01)	(-2.714313629733e-01 8.632644854029e-01 4.662816800270e-02)	(-2.858593969792e-01 -1.601675744672e-02 1.319694127236e-01)	(-3.159841876843e-02 5.259817557383e-01 3.000647420405e-04)
19.29337            	(-1.781795205338e-02 4.405480429101e-03 -1.790220217337e-01)	(-2.525907571548e-01 5.611917749016e-01 4.620151322936e-02)	(-2.827450192017e-01 -1.692897623376e-02 1.305602659473e-01)	(-3.330802979677e-02 5.285038578137e-01 3.713545767840e-04)
19.30337            	(-2.062433519761e-02 4.231858151547e-03 -1.777263309704e-01)	(-2.327948766708e-01 2.582789689029e-01 4.582446171323e-02)	(-2.785316096430e-01 -1.779547927701e-02 1.285778867144e-01)	(-3.494125028891e-02 5.289164685334e-01 4.506007395052e-04)
19.31337            	(-2.338329736590e-02 4.049840910939e-03 -1.764537553501e-01)	(-2.120924099994e-01 -4.424491627072e-02 4.550295829551e-02)	(-2.732608240154e-01 -1.860796884455e-02 1.259372373333e-01)	(-3.648172877831e-02 5.271483777217e-01 5.370098177712e-04)
19.32337            	(-2.608450467628e-02 3.860023000435e-03 -1.752112744472e-01)	(-1.905419731905e-01 -3.451124127739e-01 4.524237970752e-02)	(-2.669806380609e-01 -1.935561325631e-02 1.225589432506e-01)	(-3.791081885664e-02 5.231365657720e-01 6.289327476528e-04)
19.33337            	(-2.871813157821e-02 3.663112854372e-03 -1.740066330307e-01)	(-1.682135706262e-01 -6.430228950476e-01 4.504753950021e-02)	(-2.597447423252e-01 -2.002641595624e-02 1.183693400449e-01)	(-3.920715859612e-02 5.168282974966e-01 7.244883961250e-04)
19.34337            	(-3.127491727531e-02 3.459925950704e-03 -1.728482805962e-01)	(-1.451881576644e-01 -9.366490856202e-01 4.492260543516e-02)	(-2.516123970937e-01 -2.061096477747e-02 1.133011468543e-01)	(-4.035373867304e-02 5.081832632933e-01 8.212649522752e-04)
19.35337            	(-3.374622480620e-02 3.251365747124e-03 -1.717452885826e-01)	(-1.215561517580e-01 -1.224644785131e+00 4.487119097394e-02)	(-2.426491090859e-01 -2.110107593840e-02 1.072972558760e-01)	(-4.133451840077e-02 4.971757134246e-01 9.162043256305e-04)
19.36337            	(-3.612409053173e-02 3.038435439015e-03 -1.707072437911e-01)	(-9.741854668087e-02 -1.505653197632e+00 4.489628595524e-02)	(-2.329240360195e-01 -2.148498568349e-02 1.003117024276e-01)	(-4.212873287238e-02 4.837943939248e-01 1.006299017942e-03)
19.37337            	(-3.840125145974e-02 2.822239855157e-03 -1.697441286756e-01)	(-7.288739072771e-02 -1.778315545779e+00 4.499986400270e-02)	(-2.225081495820e-01 -2.175413108805e-02 9.231132066283e-02)	(-4.271881820972e-02 4.680436232595e-01 1.089115024657e-03)
19.38337            	(-4.057115701966e-02 2.603968130279e-03 -1.688661818356e-01)	(-4.808425375570e-02 -2.041280404052e+00 4.518296198786e-02)	(-2.114729624021e-01 -2.190021388764e-02 8.327804734713e-02)	(-4.308951099972e-02 4.499447260241e-01 1.160963146342e-03)
19.39337            	(-4.262797069005e-02 2.384895491189e-03 -1.680837451784e-01)	(-2.313981363800e-02 -2.293213571149e+00 4.544582944233e-02)	(-1.998897716755e-01 -2.191431393032e-02 7.320928409142e-02)	(-4.322482161632e-02 4.295364785417e-01 1.218624983942e-03)
19.40337            	(-4.456656138270e-02 2.166373644401e-03 -1.674071045657e-01)	(1.807032674132e-03 -2.532808268282e+00 4.578784325670e-02)	(-1.878283668557e-01 -2.179005542726e-02 6.211883843561e-02)	(-4.311270767719e-02 4.068758012016e-01 1.258723819892e-03)
19.41337            	(-4.638248349094e-02 1.949820860764e-03 -1.668463145244e-01)	(2.661047106288e-02 -2.758795829221e+00 4.620776691729e-02)	(-1.753560547922e-01 -2.152050130011e-02 5.003916982291e-02)	(-4.274181280813e-02 3.820387836263e-01 1.277467754016e-03)
19.42337            	(-4.807194370242e-02 1.736712940019e-03 -1.664110216224e-01)	(5.111834308521e-02 -2.969956348925e+00 4.670367249984e-02)	(-1.625359875035e-01 -2.110108284892e-02 3.701941059290e-02)	(-4.210214960423e-02 3.551195132932e-01 1.272233277381e-03)
19.43337            	(-4.963175664110e-02 1.528564767775e-03 -1.661102926985e-01)	(7.517399501997e-02 -3.165129190056e+00 4.727291221700e-02)	(-1.494266002335e-01 -2.052855159988e-02 2.312637418254e-02)	(-4.118883742744e-02 3.262307537069e-01 1.240266373031e-03)
19.44337            	(-5.105929464197e-02 1.326916246698e-03 -1.659524438300e-01)	(9.861810386924e-02 -3.343223502237e+00 4.791230064722e-02)	(-1.360809999401e-01 -1.980115261564e-02 8.443399523337e-03)	(-3.999823633992e-02 2.955033114901e-01 1.179525867237e-03)
19.45337            	(-5.235242927356e-02 1.133318954465e-03 -1.659448813262e-01)	(1.212900344262e-01 -3.503228179712e+00 4.861823271186e-02)	(-1.225459263764e-01 -1.891830583097e-02 -6.930898762654e-03)	(-3.853013743551e-02 2.630847080238e-01 1.088217604471e-03)
19.46337            	(-5.350946797374e-02 9.493183756546e-04 -1.660939464840e-01)	(1.430301134594e-01 -3.644221463228e+00 4.938690618389e-02)	(-1.088618136607e-01 -1.788180993101e-02 -2.288213279764e-02)	(-3.678872383277e-02 2.291392696414e-01 9.652853390637e-04)
19.47337            	(-5.452909123723e-02 7.764342313795e-04 -1.664047713506e-01)	(1.636813965172e-01 -3.765380199011e+00 5.021437632604e-02)	(-9.506283903762e-02 -1.669501892400e-02 -3.928284053868e-02)	(-3.477980225204e-02 1.938468398854e-01 8.105823036262e-04)
19.48337            	(-5.541029476658e-02 6.161431299477e-04 -1.668811458105e-01)	(1.830914657915e-01 -3.865988462072e+00 5.109673099121e-02)	(-8.117786683165e-02 -1.536320136236e-02 -5.599205142586e-02)	(-3.251364804510e-02 1.574018493825e-01 6.244020827313e-04)
19.49337            	(-5.615233595892e-02 4.698622611220e-04 -1.675254020937e-01)	(2.011143151630e-01 -3.945445046872e+00 5.203026728609e-02)	(-6.723037163658e-02 -1.389297240278e-02 -7.285920522445e-02)	(-3.000243938730e-02 1.200102938552e-01 4.080262512344e-04)
19.50337            	(-5.675468633133e-02 3.389307320602e-04 -1.683383271655e-01)	(2.176119932590e-01 -4.003269809843e+00 5.301138415342e-02)	(-5.323970284455e-02 -1.229333340960e-02 -8.972580913055e-02)	(-2.726196822275e-02 8.188874852699e-02 1.641167215308e-04)
19.51337            	(-5.721699291908e-02 2.245858301588e-04 -1.693190877981e-01)	(2.324571886083e-01 -4.039109342428e+00 5.403673733730e-02)	(-3.922161470566e-02 -1.057564697068e-02 -1.064263173873e-01)	(-2.431320668603e-02 4.326302056815e-02 -1.044180869597e-04)
19.52337            	(-5.753904650533e-02 1.279481072424e-04 -1.704651895574e-01)	(2.455353109147e-01 -4.052740938409e+00 5.510368613232e-02)	(-2.518910254549e-02 -8.751897612584e-03 -1.227940344783e-01)	(-2.117899378760e-02 4.363542573871e-03 -3.945378614478e-04)
19.53337            	(-5.772076529920e-02 5.000339679345e-05 -1.717724651169e-01)	(2.567460656812e-01 -4.044075122936e+00 5.621026608984e-02)	(-1.115465622777e-02 -6.837044477214e-03 -1.386610774284e-01)	(-1.788560634706e-02 -3.457504195071e-02 -7.016077439203e-04)
19.54337            	(-5.776218704917e-02 -8.407076052830e-06 -1.732350783628e-01)	(2.660045068892e-01 -4.013157379908e+00 5.735530658705e-02)	(2.870306233744e-03 -4.845050092041e-03 -1.538615717467e-01)	(-1.445940164627e-02 -7.331626392293e-02 -1.021734049279e-03)
19.55337            	(-5.766346494462e-02 -4.659977319381e-05 -1.748455667172e-01)	(2.732421678963e-01 -3.960167926585e+00 5.853848869915e-02)	(1.687411467626e-02 -2.793489336155e-03 -1.682360991320e-01)	(-1.093048919895e-02 -1.116262585581e-01 -1.349481370868e-03)
19.56337            	(-5.742487162673e-02 -6.408081674855e-05 -1.765949145490e-01)	(2.784093947507e-01 -3.885418735779e+00 5.975993049782e-02)	(3.084454890199e-02 -7.027193747922e-04 -1.816334672313e-01)	(-7.333296574590e-03 -1.492789389862e-01 -1.678532292232e-03)
19.57337            	(-5.704683318642e-02 -6.054374566094e-05 -1.784726501384e-01)	(2.814759504503e-01 -3.789351275228e+00 6.102039766990e-02)	(4.476313915928e-02 1.410133592313e-03 -1.939136506519e-01)	(-3.700021422504e-03 -1.860483245956e-01 -2.003987174782e-03)
19.58337            	(-5.652999699053e-02 -3.586161778726e-05 -1.804668891739e-01)	(2.824305936305e-01 -3.672535288338e+00 6.232136971760e-02)	(5.860410001894e-02 3.526291982423e-03 -2.049341564354e-01)	(-6.364844229896e-05 -2.217125808763e-01 -2.320150735673e-03)
19.59337            	(-5.587526367050e-02 9.909079094736e-06 -1.825644729710e-01)	(2.812807337572e-01 -3.535659937155e+00 6.366486906636e-02)	(7.234256398656e-02 5.627847393976e-03 -2.145826029927e-01)	(3.544738444433e-03 -2.560766403420e-01 -2.622223902810e-03)
19.60337            	(-5.508382160389e-02 7.653479681501e-05 -1.847511487191e-01)	(2.780517610440e-01 -3.379524299440e+00 6.505351056463e-02)	(8.594584933594e-02 7.697296150078e-03 -2.227525466232e-01)	(7.094364760923e-03 -2.889518374209e-01 -2.905752106063e-03)
19.61337            	(-5.415722395530e-02 1.636078854245e-04 -1.870116386132e-01)	(2.727863840444e-01 -3.205032467209e+00 6.649028787905e-02)	(9.937368038287e-02 9.717321571825e-03 -2.293454321950e-01)	(1.055632519852e-02 -3.201602115216e-01 -3.166512972230e-03)
19.62337            	(-5.309745503200e-02 2.705524120829e-04 -1.893298375807e-01)	(2.655434654373e-01 -3.013184894443e+00 6.797836246213e-02)	(1.125801042764e-01 1.167158375986e-02 -2.342943613110e-01)	(1.390374774403e-02 -3.495432987314e-01 -3.400954139229e-03)
19.63337            	(-5.190700604980e-02 3.966346765465e-04 -1.916890020208e-01)	(2.563971587140e-01 -2.805069941835e+00 6.952097605950e-02)	(1.255096921636e-01 1.354486913284e-02 -2.375385267032e-01)	(1.711057993056e-02 -3.769526510997e-01 -3.606283166403e-03)
19.64337            	(-5.058894311640e-02 5.409742541408e-04 -1.940719256080e-01)	(2.454358045851e-01 -2.581854465114e+00 7.112131864313e-02)	(1.381028945159e-01 1.532304638603e-02 -2.390461907456e-01)	(2.015364357949e-02 -4.022626566841e-01 -3.780384288738e-03)
19.65337            	(-4.914695875834e-02 7.025553989684e-04 -1.964611693325e-01)	(2.327604251802e-01 -2.344772518064e+00 7.278232051029e-02)	(1.502939770965e-01 1.699318257949e-02 -2.388025541490e-01)	(2.301199160055e-02 -4.253643019929e-01 -3.921755272624e-03)
19.66337            	(-4.758542478979e-02 8.802470143185e-04 -1.988392480405e-01)	(2.184829333280e-01 -2.095115355118e+00 7.450657721069e-02)	(1.620128166132e-01 1.854514049054e-02 -2.368131874467e-01)	(2.566857697867e-02 -4.461668742842e-01 -4.030054419377e-03)
19.67337            	(-4.590942819443e-02 1.072813213112e-03 -2.011888414782e-01)	(2.027240815664e-01 -1.834220420731e+00 7.629599440649e-02)	(1.731865024591e-01 1.996809926821e-02 -2.331055000913e-01)	(2.810951543506e-02 -4.645997975003e-01 -4.104515772681e-03)
19.68337            	(-4.412479939716e-02 1.278923548020e-03 -2.034929851287e-01)	(1.856121130858e-01 -1.563460590580e+00 7.815154749324e-02)	(1.837392569948e-01 2.125396771337e-02 -2.277232300153e-01)	(3.032241974872e-02 -4.806099136804e-01 -4.145699635885e-03)
