# Motion State      
# Angle Units       : [deg]
# Angular Velocity Units: [rad/s]
# Time              	Centre of rotation	Orientation	Linear velocity	Angular velocity
39.22337            	(-5.796750789878e-02 -2.551529933965e-02 -1.532726388955e-01)	(-1.023142258623e+00 -2.646632274919e+00 -2.764129899927e+00)	(-1.197996593898e-01 2.022757049999e-02 3.891320968117e-02)	(4.742377192224e-02 2.857394617686e-01 7.794120199185e-03)
39.23337            	(-5.911618800446e-02 -2.532686319613e-02 -1.529387576906e-01)	(-1.056666393887e+00 -2.802826748120e+00 -2.770255523368e+00)	(-1.099363617462e-01 1.745965820475e-02 2.786303129543e-02)	(4.300751189643e-02 2.644894412708e-01 8.020590301266e-03)
39.24337            	(-6.016481424787e-02 -2.516712291817e-02 -1.527180852504e-01)	(-1.086970034396e+00 -2.946581940995e+00 -2.776445194656e+00)	(-9.978888693465e-02 1.448839738609e-02 1.627145674520e-02)	(3.823632356619e-02 2.418347865930e-01 8.275742623426e-03)
39.25337            	(-6.111073632951e-02 -2.503804450238e-02 -1.526157186142e-01)	(-1.113815560769e+00 -3.077133276968e+00 -2.782679655463e+00)	(-8.939552939420e-02 1.132728577174e-02 4.201870502705e-03)	(3.313447210360e-02 2.178771274635e-01 8.558635951588e-03)
39.26337            	(-6.195167485490e-02 -2.494144042350e-02 -1.526360720017e-01)	(-1.136982864305e+00 -3.193776949932e+00 -2.788940005527e+00)	(-7.879217568390e-02 7.993530004332e-03 -8.272548004592e-03)	(2.772980320981e-02 1.927294214531e-01 8.866988186819e-03)
39.27337            	(-6.268569689877e-02 -2.487893858730e-02 -1.527827844197e-01)	(-1.156272499406e+00 -3.295876080499e+00 -2.795207979995e+00)	(-6.801223308939e-02 4.506837235825e-03 -2.106993559042e-02)	(2.205617504379e-02 1.665153220480e-01 9.197845833498e-03)
39.28337            	(-6.331119129358e-02 -2.485195353282e-02 -1.530586390638e-01)	(-1.171509085645e+00 -3.382866348871e+00 -2.801466236837e+00)	(-5.708664587337e-02 8.901736608548e-04 -3.410099323914e-02)	(1.615195154659e-02 1.393680351320e-01 9.546936764223e-03)
39.29337            	(-6.382684464670e-02 -2.486165485422e-02 -1.534654867735e-01)	(-1.182544144229e+00 -3.454261221398e+00 -2.807698500625e+00)	(-4.604402475011e-02 -2.830437941411e-03 -4.726854870203e-02)	(1.005959414707e-02 1.114299561817e-01 9.909044618851e-03)
39.30337            	(-6.423161779770e-02 -2.490894870981e-02 -1.540041812766e-01)	(-1.189258771264e+00 -3.509656587627e+00 -2.813890010654e+00)	(-3.491060545105e-02 -6.628333177023e-03 -6.047035191347e-02)	(3.825601572828e-03 8.285095542095e-02 1.027893598659e-02)
39.31337            	(-6.452472543309e-02 -2.499446724757e-02 -1.546745337369e-01)	(-1.191565108420e+00 -3.548734473359e+00 -2.820027854009e+00)	(-2.371092162604e-02 -1.047537437382e-02 -7.360014015007e-02)	(-2.503443430645e-03 5.378667031600e-02 1.065057182023e-02)
39.32337            	(-6.470561829990e-02 -2.511855452854e-02 -1.554752758803e-01)	(-1.189407714181e+00 -3.571266149420e+00 -2.826101198036e+00)	(-1.246765173623e-02 -1.434208182156e-02 -8.654828852750e-02)	(-8.877130813815e-03 2.439809114508e-02 1.101792766392e-02)
39.33337            	(-6.477397071770e-02 -2.528125403976e-02 -1.564040392946e-01)	(-1.182765117115e+00 -3.577114498735e+00 -2.832101467702e+00)	(-1.202831823625e-03 -1.819782042182e-02 -9.920439433827e-02)	(-1.524416214544e-02 -5.150577654045e-03 1.137434873677e-02)
39.34337            	(-6.472967773788e-02 -2.548230182428e-02 -1.574573526875e-01)	(-1.171650462622e+00 -3.566235221639e+00 -2.838022325868e+00)	(1.006142778676e-02 -2.201173648272e-02 -1.114582842340e-01)	(-2.155231111382e-02 -3.469398400019e-02 1.171314949989e-02)
39.35337            	(-6.457285003008e-02 -2.572111563146e-02 -1.586306528791e-01)	(-1.156112199541e+00 -3.538677204299e+00 -2.843859425176e+00)	(2.130411377322e-02 -2.575102495270e-02 -1.232017540857e-01)	(-2.774811830285e-02 -6.406647282206e-02 1.202668092615e-02)
39.36337            	(-6.430380863812e-02 -2.599679333993e-02 -1.599183032826e-01)	(-1.136233534262e+00 -3.494582503180e+00 -2.849610057290e+00)	(3.250416461954e-02 -2.938451674123e-02 -1.343283266140e-01)	(-3.378135549840e-02 -9.310279293203e-02 1.230765324284e-02)
39.37337            	(-6.392309100440e-02 -2.630813015817e-02 -1.613136232748e-01)	(-1.112131469036e+00 -3.434185151746e+00 -2.855273346620e+00)	(4.363936212379e-02 -3.288284690585e-02 -1.447356718242e-01)	(-3.960174385812e-02 -1.216415703289e-01 1.255027018284e-02)
39.38337            	(-6.343147683275e-02 -2.665362897555e-02 -1.628089431066e-01)	(-1.083955861575e+00 -3.357809956317e+00 -2.860850285320e+00)	(5.468347220633e-02 -3.621691657043e-02 -1.543282945498e-01)	(-4.516210074803e-02 -1.495218724354e-01 1.274897150129e-02)
39.39337            	(-6.283002330309e-02 -2.703151558269e-02 -1.643956769074e-01)	(-1.051887605132e+00 -3.265871203088e+00 -2.866343469026e+00)	(6.560723372692e-02 -3.936040485865e-02 -1.630184655974e-01)	(-5.041818935066e-02 -1.765871093272e-01 1.289922641126e-02)
39.40337            	(-6.212007589983e-02 -2.743975976457e-02 -1.660644238205e-01)	(-1.016136284350e+00 -3.158867308304e+00 -2.871756813640e+00)	(7.638224692492e-02 -4.228843151769e-02 -1.707309170368e-01)	(-5.532994699564e-02 -2.026953716174e-01 1.299710905388e-02)
39.41337            	(-6.130327851347e-02 -2.787609504444e-02 -1.678050415095e-01)	(-9.769377043097e-01 -3.037374993381e+00 -2.877095304852e+00)	(8.697723034628e-02 -4.497862445600e-02 -1.773926207570e-01)	(-5.986058582419e-02 -2.277107751251e-01 1.304010362705e-02)
39.42337            	(-6.038160560790e-02 -2.833805085376e-02 -1.696067105922e-01)	(-9.345508815415e-01 -2.902045371423e+00 -2.882364885820e+00)	(9.735735076800e-02 -4.741253740768e-02 -1.829411957887e-01)	(-6.397968265388e-02 -2.515055516831e-01 1.302705270665e-02)
39.43337            	(-5.935739616606e-02 -2.882298840752e-02 -1.714580629074e-01)	(-8.892545428320e-01 -2.753598818256e+00 -2.887572308987e+00)	(1.074845375993e-01 -4.957497334396e-02 -1.873292672365e-01)	(-6.766158894328e-02 -2.739622879105e-01 1.295824506126e-02)
39.44337            	(-5.823338732795e-02 -2.932812590558e-02 -1.733472970453e-01)	(-8.413439796497e-01 -2.592819688014e+00 -2.892724752904e+00)	(1.173172300236e-01 -5.145252626789e-02 -1.905175603575e-01)	(-7.088576560758e-02 -2.949721722923e-01 1.283442117581e-02)
39.45337            	(-5.701274062072e-02 -2.985056724965e-02 -1.752622976604e-01)	(-7.911275488150e-01 -2.420550061387e+00 -2.897829404017e+00)	(1.268121114227e-01 -5.303574254629e-02 -1.924825626608e-01)	(-7.363753609913e-02 -3.144401871050e-01 1.265761004652e-02)
39.46337            	(-5.569906313157e-02 -3.038733692747e-02 -1.771907714687e-01)	(-7.389234277485e-01 -2.237682584624e+00 -2.902893290777e+00)	(1.359233864061e-01 -5.431819301828e-02 -1.932121989886e-01)	(-7.590631651918e-02 -3.322830471724e-01 1.243094751417e-02)
39.47337            	(-5.429642695621e-02 -3.093541018343e-02 -1.791203717561e-01)	(-6.850561906849e-01 -2.045153622778e+00 -2.907922982990e+00)	(1.446038486666e-01 -5.529645817395e-02 -1.927078584958e-01)	(-7.768810020626e-02 -3.484302024038e-01 1.215816761393e-02)
39.48337            	(-5.280938293568e-02 -3.149174592819e-02 -1.810388260440e-01)	(-6.298533269148e-01 -1.843936208546e+00 -2.912924348584e+00)	(1.528049554385e-01 -5.597069077659e-02 -1.909829990849e-01)	(-7.898318136662e-02 -3.628235629435e-01 1.184400227939e-02)
39.49337            	(-5.124297033885e-02 -3.205331479813e-02 -1.829340532727e-01)	(-5.736419692477e-01 -1.635033081827e+00 -2.917902279767e+00)	(1.604775639281e-01 -5.634308321189e-02 -1.880624466484e-01)	(-7.979775454333e-02 -3.754174261141e-01 1.149327903963e-02)
39.50337            	(-4.960271605399e-02 -3.261713337630e-02 -1.847942862278e-01)	(-5.167456021961e-01 -1.419469515224e+00 -2.922860686224e+00)	(1.675732930445e-01 -5.642063242196e-02 -1.839841443695e-01)	(-8.014239008132e-02 -3.861793034572e-01 1.111235305888e-02)
39.51337            	(-4.789462734021e-02 -3.318029834028e-02 -1.866081878781e-01)	(-4.594811659768e-01 -1.198286265676e+00 -2.927802554896e+00)	(1.740444497106e-01 -5.621236037423e-02 -1.787961856902e-01)	(-8.003222703672e-02 -3.950885902791e-01 1.070743535321e-02)
39.52337            	(-4.612518064496e-02 -3.374000734731e-02 -1.883649567228e-01)	(-4.021564606415e-01 -9.725328307344e-01 -2.932729702507e+00)	(1.798448893398e-01 -5.572944103111e-02 -1.725575832542e-01)	(-7.948581733160e-02 -4.021367842674e-01 1.028473792406e-02)
39.53337            	(-4.430130467801e-02 -3.429357979996e-02 -1.900544172902e-01)	(-3.450683284902e-01 -7.432610973503e-01 -2.937642783750e+00)	(1.849303040502e-01 -5.498504950037e-02 -1.653345302260e-01)	(-7.852365743413e-02 -4.073257632295e-01 9.850755188923e-03)
39.54337            	(-4.243035337344e-02 -3.483847753394e-02 -1.916670982071e-01)	(-2.885005310151e-01 -5.115192432135e-01 -2.942541316546e+00)	(1.892599568641e-01 -5.399449729414e-02 -1.572016531634e-01)	(-7.717077255931e-02 -4.106686848721e-01 9.411685207767e-03)
39.55337            	(-4.052006789951e-02 -3.537232670889e-02 -1.931943162934e-01)	(-2.327215985495e-01 -2.783455226922e-01 -2.947423769784e+00)	(1.927971379214e-01 -5.277533769647e-02 -1.482419640829e-01)	(-7.545420764238e-02 -4.121894971211e-01 8.973844155412e-03)
39.56337            	(-3.857853616084e-02 -3.589292806886e-02 -1.946282481428e-01)	(-1.779839349057e-01 -4.476258748328e-02 -2.952287688516e+00)	(1.955092098131e-01 -5.134493429776e-02 -1.385444058048e-01)	(-7.340124417380e-02 -4.119213420278e-01 8.543000766794e-03)
39.57337            	(-3.661414798933e-02 -3.639827104792e-02 -1.959619801964e-01)	(-1.245230015521e-01 1.882275244205e-01 -2.957129999418e+00)	(1.973684244893e-01 -4.972366151412e-02 -1.282020049136e-01)	(-7.104100937806e-02 -4.099058085604e-01 8.125415304905e-03)
39.58337            	(-3.463554488975e-02 -3.688654799883e-02 -1.971895427101e-01)	(-7.255651483360e-02 4.196479021338e-01 -2.961947279151e+00)	(1.983521954270e-01 -4.793172866847e-02 -1.173104978345e-01)	(-6.840287917265e-02 -4.061919448637e-01 7.726448081213e-03)
39.59337            	(-3.265156434356e-02 -3.735615170682e-02 -1.983059385486e-01)	(-2.228407256283e-02 6.485510819380e-01 -2.966735678151e+00)	(1.984439138101e-01 -4.598901292921e-02 -1.059686698644e-01)	(-6.551658743620e-02 -4.008364943638e-01 7.350569725315e-03)
39.60337            	(-3.067118087548e-02 -3.780568071117e-02 -1.993071584369e-01)	(2.611328930118e-02 8.740228965006e-01 -2.971491128753e+00)	(1.976327798052e-01 -4.391678794082e-02 -9.427530779366e-02)	(-6.241241538873e-02 -3.939020301750e-01 7.002207459243e-03)
39.61337            	(-2.870344714256e-02 -3.823393860650e-02 -2.001901806136e-01)	(7.247328680406e-02 1.095185582800e+00 -2.976209458269e+00)	(1.959139667790e-01 -4.173479112521e-02 -8.232912753404e-02)	(-5.912021477900e-02 -3.854561910235e-01 6.684477929908e-03)
39.62337            	(-2.675743422202e-02 -3.863992799727e-02 -2.009529604997e-01)	(1.166521795657e-01 1.311200435240e+00 -2.980886471387e+00)	(1.932886173306e-01 -3.946308702874e-02 -7.022684969589e-02)	(-5.566904899157e-02 -3.755707857277e-01 6.400320462785e-03)
39.63337            	(-2.484217288471e-02 -3.902284736836e-02 -2.015944035244e-01)	(1.585238201719e-01 1.521269901789e+00 -2.985518302481e+00)	(1.897636501304e-01 -3.712078718977e-02 -5.806175524833e-02)	(-5.208503019631e-02 -3.643206112874e-01 6.152370052650e-03)
39.64337            	(-2.296659673981e-02 -3.938208239826e-02 -2.021143276651e-01)	(1.979787924993e-01 1.724639178546e+00 -2.990101603366e+00)	(1.853515788491e-01 -3.472621878919e-02 -4.592307287776e-02)	(-4.839385219649e-02 -3.517829000035e-01 5.942574673676e-03)
39.65337            	(-2.113948716293e-02 -3.971719536768e-02 -2.025134187334e-01)	(2.349241911844e-01 1.920597374850e+00 -2.994633574424e+00)	(1.800703365281e-01 -3.229637509477e-02 -3.389514079573e-02)	(-4.462054530352e-02 -3.380364892041e-01 5.772047196127e-03)
39.66337            	(-1.936942002094e-02 -4.002791375535e-02 -2.027931770028e-01)	(2.692832679871e-01 2.108478370503e+00 -2.999112010277e+00)	(1.739430918700e-01 -2.984730244028e-02 -2.205651308121e-02)	(-4.078929353341e-02 -3.231615518405e-01 5.641347026941e-03)
39.67337            	(-1.766471311754e-02 -4.031412226753e-02 -2.029558547846e-01)	(3.009953123762e-01 2.287661435048e+00 -3.003535327189e+00)	(1.669982888095e-01 -2.739439999416e-02 -1.047904327258e-02)	(-3.692445891818e-02 -3.072390771367e-01 5.550195107757e-03)
39.68337            	(-1.603337575684e-02 -4.057583576769e-02 -2.030043897668e-01)	(3.300133235557e-01 2.457571440221e+00 -3.007902331879e+00)	(1.592691833292e-01 -2.494830003801e-02 7.720468188529e-04)	(-3.304192813932e-02 -2.903495659884e-01 5.497269932097e-03)
39.69337            	(-1.448306059005e-02 -4.081316650830e-02 -2.029423419612e-01)	(3.563000428409e-01 2.617678953091e+00 -3.012212162917e+00)	(1.507938500296e-01 -2.251784808558e-02 1.163751430356e-02)	(-2.915207784283e-02 -2.725736147534e-01 5.481487730162e-03)
39.70337            	(-1.302101929901e-02 -4.102631637333e-02 -2.027738239809e-01)	(3.798271124012e-01 2.767500074879e+00 -3.016464451538e+00)	(1.416144081781e-01 -2.011212491962e-02 2.206608176616e-02)	(-2.526774202673e-02 -2.539910128713e-01 5.501264159915e-03)
39.71337            	(-1.165406299851e-02 -4.121557655835e-02 -2.025034217090e-01)	(4.005757040460e-01 2.906595747280e+00 -3.020659466615e+00)	(1.317768519224e-01 -1.773991208352e-02 3.201437260432e-02)	(-2.140146185593e-02 -2.346800570997e-01 5.555067270881e-03)
39.72337            	(-1.038852493417e-02 -4.138131932987e-02 -2.021361179541e-01)	(4.185362794784e-01 3.034571031964e+00 -3.024798232436e+00)	(1.213307609446e-01 -1.540864222111e-02 4.144637837724e-02)	(-1.756521664304e-02 -2.147179843866e-01 5.640989818836e-03)
39.73337            	(-9.230232404611e-03 -4.152398638667e-02 -2.016772105492e-01)	(4.337080258197e-01 3.151074167014e+00 -3.028882518631e+00)	(1.103277449681e-01 -1.312476913975e-02 5.033510260795e-02)	(-1.376961111280e-02 -1.941797007612e-01 5.756897948780e-03)
39.74337            	(-8.184484728514e-03 -4.164407504630e-02 -2.011322310648e-01)	(4.460977385375e-01 3.255795402405e+00 -3.032914787231e+00)	(9.882179025131e-02 -1.089296278527e-02 5.866079426700e-02)	(-1.002281636363e-02 -1.731381792655e-01 5.900359850283e-03)
39.75337            	(-7.256031741708e-03 -4.174212020893e-02 -2.005068661915e-01)	(4.557186564421e-01 3.348465854006e+00 -3.036898053432e+00)	(8.686880710979e-02 -8.716069740993e-03 6.641218039066e-02)	(-6.331473297799e-03 -1.516641161705e-01 6.068557568790e-03)
39.76337            	(-6.449055841707e-03 -4.181868013733e-02 -1.998068852968e-01)	(4.625891123385e-01 3.428856403749e+00 -3.040835928753e+00)	(7.452637289054e-02 -6.595915939083e-03 7.358399855126e-02)	(-2.699155331599e-03 -1.298264002141e-01 6.259172512582e-03)
39.77337            	(-5.767161527115e-03 -4.187432044448e-02 -1.990380683722e-01)	(4.667311175531e-01 3.496776360277e+00 -3.044732548310e+00)	(6.185249002777e-02 -4.532145491747e-03 8.017938636680e-02)	(8.722655534072e-04 -1.076907949000e-01 6.469223795245e-03)
39.78337            	(-5.213368396870e-03 -4.190960149442e-02 -1.982061332353e-01)	(4.681694019775e-01 3.552072027051e+00 -3.048592438424e+00)	(4.890613602131e-02 -2.524064496158e-03 8.620764102165e-02)	(4.382364222306e-03 -8.532101655367e-02 6.696023557317e-03)
39.79337            	(-4.790102176634e-03 -4.192507119695e-02 -1.973166829659e-01)	(4.669307864778e-01 3.594625739179e+00 -3.052420537489e+00)	(3.574710802591e-02 -5.698760087506e-04 9.168241285982e-02)	(7.831332966412e-03 -6.277935104482e-02 6.936759851369e-03)
39.80337            	(-4.499191974044e-03 -4.192125854850e-02 -1.963751453917e-01)	(4.630437509176e-01 3.624354639962e+00 -3.056222183843e+00)	(2.243493249200e-02 1.332405698987e-03 9.662510197610e-02)	(1.122006726748e-02 -4.012516582306e-02 7.188814854629e-03)
39.81337            	(-4.341869796118e-03 -4.189867563628e-02 -1.953867197695e-01)	(4.565377037355e-01 3.641209558930e+00 -3.060003432793e+00)	(9.029503093198e-03 3.184176745080e-03 1.010600224679e-01)	(1.455112322576e-02 -1.741669616607e-02 7.450710512733e-03)
39.82337            	(-4.318771597353e-03 -4.185781062489e-02 -1.943563433307e-01)	(4.474426869836e-01 3.645174360735e+00 -3.063771019521e+00)	(-4.409863340135e-03 4.988825531744e-03 1.050152652953e-01)	(1.782631955320e-02 5.289019560187e-03 7.719873220422e-03)
39.83337            	(-4.429940533019e-03 -4.179911961575e-02 -1.932886554440e-01)	(4.357897797883e-01 3.636265308887e+00 -3.067531966331e+00)	(-1.782392379306e-02 6.749376296006e-03 1.085223120398e-01)	(2.104669459575e-02 2.793589302816e-02 7.993505898855e-03)
39.84337            	(-4.674827788959e-03 -4.172303249155e-02 -1.921879713090e-01)	(4.216110617259e-01 3.614530554312e+00 -3.071293621653e+00)	(-3.115352739501e-02 8.468048544099e-03 1.116145149566e-01)	(2.421409241711e-02 5.046867887971e-02 8.269351943424e-03)
39.85337            	(-5.052298722398e-03 -4.162995077623e-02 -1.910582567733e-01)	(4.049393106299e-01 3.580049485141e+00 -3.075063601482e+00)	(-4.434065929268e-02 1.014829452066e-02 1.143283921905e-01)	(2.733046410976e-02 7.283361474734e-02 8.544680155859e-03)
39.86337            	(-5.560640643125e-03 -4.152024615363e-02 -1.899031165739e-01)	(3.858083266907e-01 3.532932412674e+00 -3.078849643866e+00)	(-5.732772485283e-02 1.179262999998e-02 1.166996476772e-01)	(3.039644159773e-02 9.497649206415e-02 8.816886327894e-03)
39.87337            	(-6.197571460039e-03 -4.139427079725e-02 -1.887258063447e-01)	(3.642533242203e-01 3.473320373541e+00 -3.082659740543e+00)	(-7.005843852996e-02 1.340244127503e-02 1.187623981792e-01)	(3.341254235827e-02 1.168441666365e-01 9.083876715338e-03)
39.88337            	(-6.960247832678e-03 -4.125236077575e-02 -1.875292244522e-01)	(3.403111229425e-01 3.401385345410e+00 -3.086502149545e+00)	(-8.247683599775e-02 1.497956302442e-02 1.205539803114e-01)	(3.637873186845e-02 1.383816436237e-01 9.343346238663e-03)
39.89337            	(-7.845261076227e-03 -4.109483627770e-02 -1.863159285809e-01)	(3.140207332933e-01 3.317332362857e+00 -3.090385196349e+00)	(-9.452581271218e-02 1.652533658613e-02 1.221051939484e-01)	(3.929384221641e-02 1.595282946041e-01 9.592717425534e-03)
39.90337            	(-8.848652011523e-03 -4.092200853177e-02 -1.850881719607e-01)	(2.854238432675e-01 3.221399944700e+00 -3.094317257057e+00)	(-1.061523743469e-01 1.804021260115e-02 1.234461301020e-01)	(4.215617679745e-02 1.802275432894e-01 9.829908096083e-03)
39.91337            	(-9.965942753468e-03 -4.073418405990e-02 -1.838479127965e-01)	(2.545651014185e-01 3.113858831330e+00 -3.098306797796e+00)	(-1.173057740422e-01 1.952468177246e-02 1.246057027305e-01)	(4.496329276539e-02 2.004231080198e-01 1.005284575363e-02)
39.92337            	(-1.119215033484e-02 -4.053166997963e-02 -1.825968645996e-01)	(2.214926365820e-01 2.995013078339e+00 -3.102362299023e+00)	(-1.279357422314e-01 2.097813428167e-02 1.256039366452e-01)	(4.771183688575e-02 2.200545007929e-01 1.025955238890e-02)
39.93337            	(-1.252180571651e-02 -4.031478400633e-02 -1.813365458674e-01)	(1.862589431004e-01 2.865201180752e+00 -3.106492142006e+00)	(-1.379953341026e-01 2.239906037821e-02 1.264598098057e-01)	(5.039644452926e-02 2.390613514985e-01 1.044792184466e-02)
39.94337            	(-1.394897596926e-02 -4.008386711767e-02 -1.800683148568e-01)	(1.489221551797e-01 2.724796877415e+00 -3.110704572762e+00)	(-1.474387164475e-01 2.378431735268e-02 1.271863923082e-01)	(5.300942916166e-02 2.573801231870e-01 1.061622079809e-02)
39.95337            	(-1.546728095048e-02 -3.983929858029e-02 -1.787934234530e-01)	(1.095475348323e-01 2.574210524154e+00 -3.115007648812e+00)	(-1.562222797982e-01 2.512939012438e-02 1.277918884568e-01)	(5.554045952500e-02 2.749453720227e-01 1.076259394235e-02)
39.96337            	(-1.706992417986e-02 -3.958150491077e-02 -1.775130638119e-01)	(6.820789824797e-02 2.413889750267e+00 -3.119409217989e+00)	(-1.643063660769e-01 2.642934377961e-02 1.282800397595e-01)	(5.798045081220e-02 2.916911837313e-01 1.088595055062e-02)
39.97337            	(-1.874972977311e-02 -3.931097663115e-02 -1.762284205807e-01)	(2.498361777598e-02 2.244319933288e+00 -3.123917196204e+00)	(-1.716547525726e-01 2.767631214355e-02 1.286486064804e-01)	(6.031912447178e-02 3.075504506462e-01 1.098625370686e-02)
39.98337            	(-2.049918087523e-02 -3.902827411601e-02 -1.749407362310e-01)	(-2.003655097610e-02 2.066024636253e+00 -3.128539414625e+00)	(-1.782354678517e-01 2.886419088482e-02 1.288882634527e-01)	(6.254457555634e-02 3.224555689076e-01 1.106266722727e-02)
39.99337            	(-2.231046721295e-02 -3.873402729363e-02 -1.736513638764e-01)	(-6.675422259026e-02 1.879565484813e+00 -3.133283397135e+00)	(-1.840217996922e-01 2.998517359095e-02 1.289862074665e-01)	(6.464215748189e-02 3.363396109495e-01 1.111520080992e-02)
40.00337            	(-2.417553172956e-02 -3.842895563767e-02 -1.723618110095e-01)	(-1.150598368968e-01 1.685542176685e+00 -3.138156450692e+00)	(-1.889911036293e-01 3.102915760057e-02 1.289243659110e-01)	(6.659459507383e-02 3.491346330189e-01 1.114423094509e-02)
40.01337            	(-2.608611468255e-02 -3.811386913774e-02 -1.710737998751e-01)	(-1.648328397848e-01 1.484592692730e+00 -3.143165621867e+00)	(-1.931254869692e-01 3.198814238551e-02 1.286778609837e-01)	(6.838794031331e-02 3.607729919432e-01 1.115080555800e-02)
40.02337            	(-2.803380453153e-02 -3.778966802298e-02 -1.697893167831e-01)	(-2.159423952465e-01 1.277392611953e+00 -3.148317832517e+00)	(-1.964124828274e-01 3.285208056730e-02 1.282187573991e-01)	(7.000731782923e-02 3.711892532982e-01 1.113702460539e-02)
40.03337            	(-3.001009110807e-02 -3.745734220119e-02 -1.685106610945e-01)	(-2.682475213439e-01 1.064654098594e+00 -3.153619728902e+00)	(-1.988448324802e-01 3.361308379051e-02 1.275123803326e-01)	(7.143912893570e-02 3.803193171465e-01 1.110458201822e-02)
40.04337            	(-3.200642297924e-02 -3.711797236480e-02 -1.672404850642e-01)	(-3.215969987915e-01 8.471244998476e-01 -3.159077559341e+00)	(-2.004215417533e-01 3.426088348736e-02 1.265228257297e-01)	(7.266801025356e-02 3.881026042812e-01 1.105629534982e-02)
40.05337            	(-3.401426026048e-02 -3.677273675887e-02 -1.659818174107e-01)	(-3.758287014945e-01 6.255850243922e-01 -3.164697001097e+00)	(-2.011459144962e-01 3.478623769911e-02 1.252107049739e-01)	(7.367789455783e-02 3.944794772895e-01 1.099435508453e-02)
40.06337            	(-3.602511478411e-02 -3.642291356515e-02 -1.647380952416e-01)	(-4.307694595003e-01 4.008500242326e-01 -3.170482988302e+00)	(-2.010249902286e-01 3.517840104543e-02 1.235337288319e-01)	(7.445295313862e-02 3.993918161438e-01 1.092210683551e-02)
40.07337            	(-3.803058940473e-02 -3.606989917059e-02 -1.635131692382e-01)	(-4.862340781182e-01 1.737655339897e-01 -3.176439801051e+00)	(-2.000699338960e-01 3.542447786558e-02 1.214514718457e-01)	(7.497358761120e-02 4.027848677401e-01 1.084312588429e-02)
40.08337            	(-4.002241293756e-02 -3.571521369628e-02 -1.623113053979e-01)	(-5.420243530110e-01 -5.479229546687e-02 -3.182570696403e+00)	(-1.982947726694e-01 3.551261699556e-02 1.189212962133e-01)	(7.522042637762e-02 4.046057610005e-01 1.076054288904e-02)
40.09337            	(-4.199247318552e-02 -3.536050589730e-02 -1.611371947811e-01)	(-5.979291289614e-01 -2.839189936432e-01 -3.188877765758e+00)	(-1.957172769219e-01 3.542894280120e-02 1.159008271652e-01)	(7.517394738130e-02 4.048059926977e-01 1.067848312115e-02)
40.10337            	(-4.393285649879e-02 -3.500756823079e-02 -1.599959459565e-01)	(-6.537230715249e-01 -5.126846597362e-01 -3.195361680238e+00)	(-1.923593857339e-01 3.515859050136e-02 1.123489377409e-01)	(7.481016848261e-02 4.033424997304e-01 1.060015745647e-02)
40.11337            	(-4.583588966380e-02 -3.465834131999e-02 -1.588930668904e-01)	(-7.091657018437e-01 -7.401375269785e-01 -3.202021137110e+00)	(-1.882472472674e-01 3.468679165879e-02 1.082268754812e-01)	(7.410576345959e-02 4.001789852335e-01 1.052867512981e-02)
40.12337            	(-4.769418064391e-02 -3.431489429407e-02 -1.578344228751e-01)	(-7.640027162091e-01 -9.653081908268e-01 -3.208852544980e+00)	(-1.834109487546e-01 3.400261352375e-02 1.035019275746e-01)	(7.304078560572e-02 3.952873481630e-01 1.046686090621e-02)
40.13337            	(-4.950065224701e-02 -3.397940426469e-02 -1.568261949338e-01)	(-8.179672959535e-01 -1.187213912009e+00 -3.215849822271e+00)	(-1.778833718649e-01 3.309539235401e-02 9.814366069510e-02)	(7.159589306347e-02 3.886465133952e-01 1.041756837197e-02)
40.14337            	(-5.124857499396e-02 -3.365413798505e-02 -1.558748469275e-01)	(-8.707820938701e-01 -1.404863338988e+00 -3.223004370589e+00)	(-1.717011775246e-01 3.195786357248e-02 9.212594057006e-02)	(6.975738271854e-02 3.802451976456e-01 1.038364425714e-02)
40.15337            	(-5.293160288838e-02 -3.334143264619e-02 -1.549870692798e-01)	(-9.221613655314e-01 -1.617262322859e+00 -3.230305248798e+00)	(-1.649044013611e-01 3.058320419938e-02 8.542958895904e-02)	(6.751241843104e-02 3.700829829012e-01 1.036831091430e-02)
40.16337            	(-5.454380320272e-02 -3.304367997405e-02 -1.541697103035e-01)	(-9.718125049563e-01 -1.823420017641e+00 -3.237739203598e+00)	(-1.575356615051e-01 2.896733022979e-02 7.804220630286e-02)	(6.485162726036e-02 3.581701253794e-01 1.037399006481e-02)
40.17337            	(-5.607967651769e-02 -3.276329294925e-02 -1.534296915396e-01)	(-1.019439418400e+00 -2.022355108385e+00 -3.245290713543e+00)	(-1.496390014908e-01 2.711007472952e-02 6.996154647842e-02)	(6.177283497383e-02 3.445285573480e-01 1.040299554830e-02)
40.18337            	(-5.753416449916e-02 -3.250268129025e-02 -1.527739063138e-01)	(-1.064745685496e+00 -2.213102200805e+00 -3.252942334175e+00)	(-1.412585948028e-01 2.501225707019e-02 6.119549867748e-02)	(5.827649360530e-02 3.291914145862e-01 1.045750023082e-02)
40.19337            	(-5.890264973075e-02 -3.226424202550e-02 -1.522091251792e-01)	(-1.107436281438e+00 -2.394718175464e+00 -3.260674912262e+00)	(-1.324384515145e-01 2.267559588091e-02 5.176072825148e-02)	(5.436517883702e-02 3.122031086749e-01 1.053893477862e-02)
