# time              
# Time              	cpu                 	clock               	cpu/step            	clock/step          
440.7624000003      	1.081279215320e+05	112566	3.665024999995e+00	3.000000000000e+00
440.7777000003      	1.081314887530e+05	112570	3.567228999993e+00	4.000000000000e+00
440.7930000003      	1.081351071160e+05	112574	3.618369999997e+00	4.000000000000e+00
440.8083000003      	1.081387325930e+05	112577	3.625483999989e+00	3.000000000000e+00
440.8236000003      	1.081424429340e+05	112581	3.710347999993e+00	4.000000000000e+00
440.8389000003      	1.081461005150e+05	112585	3.657589000009e+00	4.000000000000e+00
440.8542000003      	1.081497952410e+05	112588	3.694734000004e+00	3.000000000000e+00
440.8695000003      	1.081534232710e+05	112592	3.628036999988e+00	4.000000000000e+00
440.8848000003      	1.081570911210e+05	112596	3.667857000008e+00	4.000000000000e+00
440.9001000003      	1.081607170960e+05	112599	3.625982999991e+00	3.000000000000e+00
440.9154000003      	1.081644645380e+05	112603	3.747449999995e+00	4.000000000000e+00
440.9307000003      	1.081680917490e+05	112607	3.627217999994e+00	4.000000000000e+00
440.9460000003      	1.081718184570e+05	112610	3.726713999989e+00	3.000000000000e+00
440.9613000003      	1.081754850220e+05	112614	3.666572999995e+00	4.000000000000e+00
440.9766000003      	1.081791949240e+05	112618	3.709908000004e+00	4.000000000000e+00
440.9919000003      	1.081829442350e+05	112621	3.749316999994e+00	3.000000000000e+00
441.0072000003      	1.081865934210e+05	112625	3.649193000005e+00	4.000000000000e+00
441.0225000003      	1.081902647370e+05	112629	3.671323000002e+00	4.000000000000e+00
441.0378000003      	1.081939926370e+05	112633	3.727908000001e+00	4.000000000000e+00
441.0531000003      	1.081977045110e+05	112636	3.711880000003e+00	3.000000000000e+00
441.0684000003      	1.082013721970e+05	112640	3.667694000003e+00	4.000000000000e+00
